State,City,Population,Never Married,Married,Divorced,Separated,Widowed
 Oregon,La Grande,13088.0,3716.0,4703.0,1408.0,230.0,777.0
 Oregon,Juntura,37.0,9.0,16.0,3.0,0.0,0.0
 Oregon,Kerby,709.0,353.0,80.0,148.0,0.0,0.0
 Oregon,King City,3464.0,392.0,1084.0,687.0,17.0,686.0
 Oregon,Kings Valley,72.0,7.0,21.0,7.0,0.0,37.0
 Oregon,Kirkpatrick,145.0,48.0,49.0,9.0,0.0,10.0
 Oregon,Klamath Falls,21261.0,5555.0,7658.0,2855.0,394.0,1069.0
 Oregon,Labish Village,218.0,22.0,129.0,0.0,0.0,0.0
 Oregon,Lacomb,633.0,74.0,351.0,45.0,0.0,0.0
 Oregon,Keizer,37115.0,8491.0,14524.0,3695.0,438.0,1837.0
 Oregon,Marion,232.0,54.0,144.0,0.0,0.0,0.0
 Oregon,Maupin,593.0,108.0,276.0,94.0,2.0,45.0
 Oregon,Maywood Park,872.0,167.0,455.0,68.0,11.0,36.0
 Oregon,Wood Village,3971.0,1027.0,1326.0,283.0,53.0,116.0
 Oregon,Woodburn,24496.0,5081.0,9009.0,2088.0,512.0,1267.0
 Oregon,Winston,5363.0,1010.0,2082.0,467.0,93.0,410.0
 Oregon,Winchester Bay,316.0,22.0,282.0,12.0,0.0,0.0
 Oregon,Wimer,647.0,62.0,406.0,106.0,1.0,55.0
 Oregon,Wilsonville,20837.0,4755.0,8510.0,2661.0,452.0,736.0
 Oregon,Williams,1037.0,153.0,578.0,110.0,0.0,49.0
 Oregon,Yachats,658.0,92.0,330.0,81.0,11.0,78.0
 Oregon,Willamina,1811.0,511.0,522.0,306.0,48.0,96.0
 Oregon,Wheeler,397.0,107.0,133.0,67.0,16.0,26.0
 Oregon,West Slope,7536.0,1671.0,3417.0,638.0,63.0,232.0
 Oregon,West Scio,127.0,0.0,53.0,0.0,0.0,28.0
 Oregon,Westport,309.0,27.0,200.0,43.0,0.0,15.0
 Oregon,Weston,723.0,163.0,328.0,50.0,0.0,48.0
 Oregon,West Linn,25963.0,5112.0,13069.0,2015.0,217.0,756.0
 Oregon,West Haven-Sylvan,7991.0,2073.0,3857.0,979.0,38.0,236.0
 Oregon,White City,9296.0,2328.0,3301.0,1072.0,209.0,239.0
 Oregon,Yamhill,1132.0,234.0,476.0,91.0,7.0,28.0
 Oregon,Yoncalla,1155.0,210.0,476.0,185.0,16.0,107.0
 Oregon,The Dalles,15136.0,2984.0,5976.0,1504.0,452.0,1160.0
 Oregon,Medford,77579.0,18231.0,28644.0,9493.0,1410.0,4157.0
 Oregon,Mehama,196.0,24.0,123.0,0.0,0.0,11.0
 Oregon,Melrose,809.0,306.0,366.0,49.0,0.0,73.0
 Oregon,Merlin,1481.0,390.0,674.0,226.0,22.0,132.0
 Oregon,Merrill,885.0,167.0,351.0,58.0,10.0,55.0
 Oregon,Metolius,1131.0,189.0,444.0,95.0,26.0,35.0
 Oregon,Metzger,4035.0,705.0,1659.0,715.0,87.0,94.0
 Oregon,Mill City,1781.0,325.0,782.0,157.0,41.0,103.0
 Oregon,Millersburg,1661.0,224.0,835.0,128.0,25.0,86.0
 Oregon,Milton-Freewater,7089.0,1823.0,2305.0,579.0,106.0,345.0
 Oregon,Milwaukie,20566.0,5617.0,7577.0,2923.0,295.0,1217.0
 Oregon,Mission,970.0,297.0,185.0,112.0,20.0,24.0
 Oregon,Mitchell,122.0,16.0,68.0,13.0,3.0,9.0
 Oregon,Molalla,8726.0,1916.0,3449.0,923.0,64.0,258.0
 Oregon,Monmouth,9869.0,4352.0,2767.0,624.0,63.0,435.0
 Oregon,Monument,89.0,15.0,40.0,7.0,2.0,13.0
 Oregon,Moro,372.0,73.0,142.0,48.0,2.0,27.0
 Oregon,Jeffers Gardens,344.0,119.0,109.0,64.0,0.0,12.0
 Oregon,Jacksonville,2827.0,319.0,1645.0,355.0,16.0,287.0
 Oregon,Monroe,677.0,164.0,300.0,69.0,0.0,36.0
 Oregon,Irrigon,2217.0,446.0,863.0,119.0,38.0,81.0
 Oregon,Cove,606.0,69.0,294.0,69.0,9.0,38.0
 Oregon,Cottage Grove,9819.0,2015.0,3351.0,1207.0,209.0,777.0
 Oregon,Corvallis,54981.0,25458.0,16938.0,3789.0,363.0,2048.0
 Oregon,Cornelius,12186.0,3107.0,4604.0,721.0,242.0,402.0
 Oregon,Coquille,3846.0,938.0,1375.0,834.0,7.0,333.0
 Oregon,Coos Bay,16062.0,3194.0,6042.0,2381.0,297.0,1347.0
 Oregon,Rufus,242.0,27.0,118.0,44.0,11.0,20.0
 Oregon,St. Helens,13055.0,2750.0,4885.0,1724.0,339.0,576.0
 Oregon,St. Paul,386.0,58.0,193.0,27.0,0.0,12.0
 Oregon,Salem,160008.0,41741.0,57068.0,18312.0,2989.0,6548.0
 Oregon,Sandy,10134.0,1526.0,4559.0,881.0,157.0,454.0
 Oregon,Scappoose,6839.0,1266.0,2776.0,756.0,76.0,411.0
 Oregon,Sodaville,367.0,78.0,180.0,35.0,8.0,14.0
 Oregon,Crabtree,526.0,52.0,315.0,0.0,0.0,0.0
 Oregon,Sisters,2596.0,647.0,1154.0,196.0,26.0,64.0
 Oregon,Scio,832.0,226.0,285.0,76.0,20.0,20.0
 Oregon,Scotts Mills,459.0,89.0,218.0,45.0,4.0,9.0
 Oregon,Seaside,6483.0,1526.0,2318.0,866.0,125.0,614.0
 Oregon,Selma,675.0,65.0,387.0,113.0,0.0,87.0
 Oregon,Seneca,188.0,46.0,90.0,23.0,9.0,11.0
 Oregon,Seventh Mountain,203.0,0.0,193.0,0.0,0.0,10.0
 Oregon,Shady Cove,2960.0,265.0,1660.0,383.0,50.0,114.0
 Oregon,Shaniko,6.0,0.0,3.0,3.0,0.0,0.0
 Oregon,Shedd,161.0,44.0,61.0,0.0,0.0,10.0
 Oregon,Sheridan,6048.0,1715.0,2010.0,997.0,257.0,183.0
 Oregon,Sherwood,18880.0,3006.0,8346.0,1550.0,141.0,593.0
 Oregon,Siletz,1736.0,367.0,653.0,196.0,18.0,132.0
 Oregon,Silverton,9436.0,1548.0,3723.0,1099.0,318.0,497.0
 Oregon,Island City,1186.0,209.0,573.0,109.0,0.0,35.0
 Oregon,Crane,136.0,22.0,71.0,14.0,0.0,5.0
 Oregon,Silver Lake,93.0,0.0,54.0,32.0,0.0,0.0
 Oregon,Creswell,5085.0,908.0,2088.0,736.0,58.0,203.0
 Oregon,Crawfordsville,269.0,94.0,109.0,39.0,9.0,10.0
 Oregon,Independence,8772.0,2338.0,3034.0,870.0,122.0,176.0
 Oregon,Imbler,315.0,61.0,153.0,19.0,6.0,24.0
 Oregon,Idaville,389.0,82.0,211.0,19.0,0.0,33.0
 Oregon,Idanha,198.0,62.0,78.0,23.0,3.0,12.0
 Oregon,Huntington,323.0,62.0,133.0,58.0,7.0,42.0
 Oregon,Hubbard,3219.0,605.0,1175.0,205.0,39.0,107.0
 Oregon,Terrebonne,1182.0,268.0,407.0,230.0,0.0,88.0
 Oregon,Tangent,1022.0,179.0,467.0,108.0,9.0,50.0
 Oregon,Talent,6244.0,1440.0,2264.0,870.0,80.0,363.0
 Oregon,Takilma,266.0,46.0,137.0,13.0,0.0,31.0
 Oregon,Ione,255.0,33.0,143.0,17.0,0.0,20.0
 Oregon,Sutherlin,7821.0,1383.0,3109.0,855.0,187.0,528.0
 Oregon,Sweet Home,9140.0,1749.0,3341.0,1141.0,314.0,514.0
 Oregon,Springfield,60235.0,16498.0,20522.0,7902.0,919.0,2782.0
 Oregon,Damascus,10748.0,2163.0,5666.0,812.0,44.0,382.0
 Oregon,South Lebanon,1148.0,255.0,543.0,151.0,7.0,15.0
 Oregon,Spray,148.0,24.0,92.0,2.0,0.0,13.0
 Oregon,Sunriver,1022.0,140.0,609.0,135.0,25.0,42.0
 Oregon,Stafford,1892.0,361.0,1038.0,128.0,0.0,43.0
 Oregon,Stanfield,2241.0,505.0,846.0,270.0,17.0,127.0
 Oregon,Stayton,7809.0,1632.0,3105.0,986.0,152.0,181.0
 Oregon,Sublimity,2796.0,467.0,1079.0,390.0,55.0,295.0
 Oregon,Summerville,78.0,5.0,42.0,5.0,1.0,7.0
 Oregon,Summit,98.0,17.0,65.0,16.0,0.0,0.0
 Oregon,Sumpter,175.0,8.0,101.0,43.0,5.0,12.0
 Oregon,Dallas,14896.0,2864.0,6033.0,1594.0,241.0,939.0
 Oregon,Culver,1414.0,246.0,589.0,136.0,27.0,32.0
 Pennsylvania,Bellwood borough,1811.0,384.0,737.0,166.0,14.0,112.0
 Pennsylvania,New Berlinville,1453.0,285.0,683.0,197.0,0.0,166.0
 Pennsylvania,New Berlin borough,964.0,129.0,507.0,74.0,2.0,32.0
 Pennsylvania,New Bedford,934.0,159.0,509.0,64.0,0.0,132.0
 Pennsylvania,New Beaver borough,1554.0,407.0,668.0,171.0,16.0,85.0
 Pennsylvania,New Baltimore borough,167.0,39.0,91.0,7.0,0.0,10.0
 Pennsylvania,Beaver Springs,575.0,67.0,244.0,44.0,29.0,40.0
 Pennsylvania,New Alexandria borough,635.0,126.0,379.0,25.0,4.0,49.0
 Pennsylvania,Benson borough,177.0,56.0,61.0,25.0,6.0,8.0
 Pennsylvania,Bendersville borough,738.0,141.0,293.0,58.0,3.0,22.0
 Pennsylvania,Ben Avon Heights borough,362.0,43.0,206.0,21.0,2.0,10.0
 Pennsylvania,Ben Avon borough,1692.0,296.0,804.0,158.0,32.0,48.0
 Pennsylvania,Beavertown borough,957.0,255.0,425.0,59.0,8.0,41.0
 Pennsylvania,Bechtelsville borough,878.0,235.0,364.0,83.0,12.0,38.0
 Pennsylvania,Bedford borough,2778.0,661.0,1130.0,312.0,17.0,249.0
 Pennsylvania,Beech Creek borough,715.0,165.0,360.0,53.0,0.0,57.0
 Pennsylvania,Beech Mountain Lakes,1723.0,170.0,932.0,266.0,13.0,73.0
 Pennsylvania,Belfast,1083.0,156.0,516.0,108.0,21.0,125.0
 Pennsylvania,Beaver Meadows borough,644.0,136.0,260.0,95.0,8.0,47.0
 Pennsylvania,Bellefonte borough,6285.0,1498.0,2572.0,438.0,17.0,669.0
 Pennsylvania,Belle Vernon borough,1100.0,386.0,207.0,170.0,34.0,171.0
 Pennsylvania,Belleville,1853.0,305.0,867.0,80.0,43.0,295.0
 Pennsylvania,Bellevue borough,8329.0,3024.0,2730.0,1036.0,174.0,427.0
 Pennsylvania,Belmont,2665.0,545.0,1251.0,172.0,41.0,367.0
 Pennsylvania,Bell Acres borough,1444.0,294.0,748.0,58.0,34.0,59.0
 Pennsylvania,Avonia,1087.0,209.0,498.0,124.0,10.0,85.0
 Pennsylvania,Beaverdale,1144.0,232.0,463.0,53.0,63.0,69.0
 Pennsylvania,Avonmore borough,985.0,235.0,360.0,83.0,23.0,124.0
 Pennsylvania,Baden borough,4075.0,1099.0,1787.0,212.0,98.0,403.0
 Pennsylvania,Baidland,1637.0,315.0,871.0,145.0,0.0,96.0
 Pennsylvania,Baileyville,378.0,128.0,90.0,30.0,35.0,61.0
 Pennsylvania,Roulette,782.0,183.0,258.0,103.0,51.0,67.0
 Pennsylvania,Rouseville borough,560.0,150.0,194.0,41.0,6.0,50.0
 Pennsylvania,Rouzerville,922.0,154.0,480.0,93.0,10.0,49.0
 Pennsylvania,Rowes Run,456.0,51.0,237.0,78.0,27.0,15.0
 Pennsylvania,Royalton borough,1031.0,239.0,361.0,125.0,43.0,49.0
 Pennsylvania,Royersford borough,4782.0,1521.0,1273.0,753.0,167.0,194.0
 Pennsylvania,Bainbridge,1623.0,328.0,652.0,112.0,38.0,118.0
 Pennsylvania,Bairdford,1101.0,135.0,479.0,147.0,0.0,107.0
 Pennsylvania,Bakerstown,2328.0,333.0,1179.0,78.0,12.0,252.0
 Pennsylvania,Baldwin borough,19803.0,5207.0,8336.0,1243.0,142.0,1612.0
 Pennsylvania,Bally borough,1273.0,246.0,566.0,133.0,23.0,70.0
 Pennsylvania,Bangor borough,5233.0,1388.0,1906.0,410.0,118.0,325.0
 Pennsylvania,Barkeyville borough,245.0,40.0,126.0,21.0,0.0,27.0
 Pennsylvania,Barrville,269.0,50.0,123.0,0.0,0.0,0.0
 Pennsylvania,Bath borough,2680.0,553.0,854.0,290.0,61.0,227.0
 Pennsylvania,Baumstown,521.0,55.0,258.0,9.0,0.0,23.0
 Pennsylvania,Beallsville borough,483.0,87.0,243.0,22.0,11.0,32.0
 Pennsylvania,Bear Creek Village borough,316.0,48.0,171.0,25.0,1.0,5.0
 Pennsylvania,Bear Lake borough,148.0,26.0,62.0,20.0,2.0,13.0
 Pennsylvania,Bear Rocks,944.0,110.0,553.0,78.0,9.0,46.0
 Pennsylvania,Beaver borough,4467.0,984.0,1889.0,477.0,36.0,417.0
 Pennsylvania,Beaver Falls,8768.0,3019.0,1963.0,819.0,318.0,668.0
 Pennsylvania,New Bethlehem borough,858.0,191.0,316.0,96.0,8.0,127.0
 Pennsylvania,New Florence borough,806.0,160.0,342.0,54.0,15.0,50.0
 Pennsylvania,New Britain borough,3026.0,1176.0,1063.0,211.0,55.0,97.0
 Pennsylvania,Sheffield,1132.0,206.0,573.0,41.0,15.0,96.0
 Pennsylvania,Sheatown,720.0,235.0,175.0,63.0,7.0,118.0
 Pennsylvania,Sheakleyville borough,175.0,55.0,41.0,26.0,4.0,7.0
 Pennsylvania,Shavertown,2392.0,467.0,848.0,346.0,66.0,203.0
 Pennsylvania,Shartlesville,519.0,136.0,261.0,44.0,0.0,48.0
 Pennsylvania,Sharpsville borough,4320.0,823.0,1680.0,556.0,76.0,275.0
 Pennsylvania,Sharpsburg borough,3426.0,1232.0,863.0,609.0,37.0,190.0
 Pennsylvania,Sharon Hill borough,5693.0,1826.0,1505.0,623.0,124.0,300.0
 Pennsylvania,Sharon,13754.0,4164.0,3996.0,1623.0,258.0,1203.0
 Pennsylvania,Shanor-Northvue,5028.0,823.0,2508.0,258.0,72.0,425.0
 Pennsylvania,Shanksville borough,240.0,38.0,114.0,37.0,0.0,9.0
 Pennsylvania,Shamokin Dam borough,1664.0,289.0,754.0,170.0,39.0,170.0
 Pennsylvania,Shamokin,7253.0,2014.0,2334.0,918.0,221.0,506.0
 Pennsylvania,Shade Gap borough,133.0,28.0,42.0,23.0,2.0,2.0
 Pennsylvania,Sewickley Hills borough,607.0,117.0,310.0,27.0,9.0,37.0
 Pennsylvania,Sewickley Heights borough,722.0,133.0,396.0,24.0,0.0,30.0
 Pennsylvania,Sewickley borough,3837.0,789.0,1653.0,350.0,7.0,270.0
 Pennsylvania,Seward borough,420.0,96.0,179.0,62.0,2.0,48.0
 Pennsylvania,Seven Valleys borough,485.0,72.0,247.0,58.0,7.0,19.0
 Pennsylvania,Seven Springs borough,11.0,5.0,0.0,1.0,0.0,5.0
 Pennsylvania,Seven Fields borough,2888.0,665.0,1425.0,151.0,13.0,47.0
 Pennsylvania,Seneca,1278.0,195.0,724.0,64.0,0.0,44.0
 Pennsylvania,Seltzer,266.0,34.0,156.0,14.0,0.0,40.0
 Pennsylvania,Sellersville borough,4233.0,911.0,1819.0,587.0,102.0,81.0
 Pennsylvania,Selinsgrove borough,5720.0,2703.0,1206.0,513.0,193.0,419.0
 Pennsylvania,Scranton,76064.0,26489.0,23126.0,6351.0,1551.0,5589.0
 Pennsylvania,New Brighton borough,5958.0,1717.0,1750.0,771.0,227.0,403.0
 Pennsylvania,Shelocta borough,157.0,31.0,42.0,32.0,4.0,5.0
 Pennsylvania,Shenandoah borough,4964.0,1584.0,1423.0,539.0,160.0,473.0
 Pennsylvania,New Buffalo borough,111.0,34.0,34.0,13.0,11.0,16.0
 Pennsylvania,Newburg borough (Clearfield County),89.0,9.0,49.0,4.0,0.0,3.0
 Pennsylvania,Newburg borough (Cumberland County),280.0,52.0,130.0,27.0,0.0,12.0
 Pennsylvania,New Castle,22682.0,6731.0,6884.0,2712.0,590.0,1689.0
 Pennsylvania,New Castle Northwest,1194.0,206.0,623.0,75.0,39.0,133.0
 Pennsylvania,New Centerville borough,148.0,24.0,68.0,11.0,7.0,8.0
 Pennsylvania,New Columbia,737.0,141.0,298.0,62.0,12.0,98.0
 Pennsylvania,New Columbus borough,225.0,55.0,93.0,11.0,1.0,19.0
 Pennsylvania,New Cumberland borough,7274.0,1591.0,3038.0,795.0,173.0,394.0
 Pennsylvania,New Eagle borough,2049.0,468.0,839.0,168.0,48.0,213.0
 Pennsylvania,Newell borough,586.0,156.0,217.0,74.0,6.0,25.0
 Pennsylvania,Shrewsbury borough,3841.0,857.0,1671.0,265.0,85.0,262.0
 Pennsylvania,Shoemakersville borough,1435.0,281.0,652.0,121.0,28.0,104.0
 Pennsylvania,Shirleysburg borough,122.0,19.0,54.0,13.0,3.0,13.0
 Pennsylvania,Shiremanstown borough,1533.0,438.0,647.0,109.0,19.0,51.0
 Pennsylvania,Shippingport borough,172.0,57.0,69.0,14.0,0.0,10.0
 Pennsylvania,Shippenville borough,583.0,121.0,231.0,62.0,7.0,31.0
 Pennsylvania,Shippensburg University,2281.0,2236.0,33.0,0.0,0.0,0.0
 Pennsylvania,Shippensburg borough,5527.0,2272.0,1558.0,504.0,62.0,303.0
 Pennsylvania,Shinglehouse borough,935.0,220.0,283.0,156.0,4.0,158.0
 Pennsylvania,Shiloh,11652.0,2799.0,5086.0,958.0,121.0,943.0
 Pennsylvania,Shillington borough,5268.0,1467.0,1976.0,450.0,156.0,336.0
 Pennsylvania,Shickshinny borough,791.0,173.0,332.0,96.0,12.0,68.0
 Pennsylvania,Sheppton,184.0,71.0,71.0,18.0,0.0,5.0
 Pennsylvania,Shenandoah Heights,1208.0,241.0,568.0,84.0,22.0,93.0
 Pennsylvania,Avondale borough,1506.0,488.0,557.0,46.0,48.0,21.0
 Pennsylvania,Avon,1787.0,396.0,770.0,112.0,90.0,168.0
 Pennsylvania,Ronks,288.0,81.0,168.0,39.0,0.0,0.0
 Pennsylvania,Avis borough,1650.0,387.0,721.0,136.0,20.0,62.0
 Pennsylvania,Altamont,688.0,133.0,290.0,54.0,0.0,104.0
 Pennsylvania,Altoona,45814.0,11748.0,16324.0,4758.0,1070.0,3105.0
 Pennsylvania,Ambler borough,6513.0,2093.0,2244.0,521.0,76.0,419.0
 Pennsylvania,Ambridge borough,6931.0,2221.0,1905.0,770.0,278.0,638.0
 Pennsylvania,Amity Gardens,3100.0,791.0,1313.0,262.0,22.0,215.0
 Pennsylvania,Ancient Oaks,7359.0,1001.0,3620.0,439.0,89.0,375.0
 Pennsylvania,Annville,4828.0,2402.0,1387.0,275.0,16.0,238.0
 Pennsylvania,Apollo borough,1566.0,473.0,501.0,191.0,40.0,104.0
 Pennsylvania,Applewold borough,323.0,74.0,134.0,30.0,10.0,19.0
 Pennsylvania,Arcadia University,627.0,618.0,3.0,0.0,0.0,6.0
 Pennsylvania,Archbald borough,7049.0,1448.0,3043.0,585.0,103.0,542.0
 Pennsylvania,Ardmore,12698.0,3683.0,4979.0,954.0,210.0,616.0
 Pennsylvania,Arendtsville borough,910.0,179.0,304.0,102.0,8.0,49.0
 Pennsylvania,Aristes,311.0,62.0,140.0,23.0,15.0,21.0
 Pennsylvania,Arlington Heights,5371.0,1361.0,2496.0,554.0,70.0,162.0
 Pennsylvania,Armagh borough,121.0,36.0,65.0,10.0,0.0,10.0
 Pennsylvania,Arnold,5053.0,1506.0,1192.0,848.0,150.0,297.0
 Pennsylvania,Arnold City,540.0,233.0,143.0,47.0,63.0,36.0
 Pennsylvania,Mohnton borough,3041.0,679.0,1334.0,272.0,43.0,133.0
 Pennsylvania,Mohrsville,618.0,125.0,275.0,16.0,36.0,41.0
 Pennsylvania,Monaca borough,5706.0,1245.0,2384.0,494.0,108.0,498.0
 Pennsylvania,Monessen,7584.0,1984.0,2794.0,701.0,194.0,808.0
 Pennsylvania,Monongahela,4235.0,1104.0,1322.0,670.0,101.0,344.0
 Pennsylvania,Davidsville,1208.0,161.0,733.0,11.0,0.0,112.0
 Pennsylvania,Dawson borough,470.0,104.0,210.0,45.0,4.0,27.0
 Pennsylvania,Alsace Manor,402.0,49.0,176.0,52.0,0.0,71.0
 Pennsylvania,Dayton borough,457.0,82.0,170.0,58.0,12.0,53.0
 Pennsylvania,Almedia,1024.0,206.0,496.0,165.0,13.0,45.0
 Pennsylvania,Allison Park,21864.0,4895.0,10530.0,1177.0,140.0,1333.0
 Pennsylvania,Dauphin borough,1045.0,208.0,450.0,55.0,5.0,50.0
 Pennsylvania,Aaronsburg CDP (Centre County),523.0,92.0,295.0,17.0,3.0,28.0
 Pennsylvania,Aaronsburg CDP (Washington County),281.0,88.0,143.0,0.0,6.0,39.0
 Pennsylvania,Abbottstown borough,943.0,201.0,430.0,88.0,8.0,31.0
 Pennsylvania,Ackermanville,900.0,146.0,399.0,23.0,0.0,43.0
 Pennsylvania,Adamsburg borough,203.0,39.0,90.0,11.0,3.0,18.0
 Pennsylvania,Adamstown borough,1987.0,368.0,928.0,172.0,19.0,68.0
 Pennsylvania,Adamsville,52.0,9.0,21.0,4.0,0.0,13.0
 Pennsylvania,Addison borough,214.0,33.0,101.0,12.0,8.0,16.0
 Pennsylvania,Akron borough,3949.0,794.0,1944.0,229.0,77.0,143.0
 Pennsylvania,Alba borough,118.0,27.0,44.0,24.0,11.0,6.0
 Pennsylvania,Albion borough,1522.0,308.0,637.0,199.0,47.0,72.0
 Pennsylvania,Albrightsville,159.0,33.0,74.0,0.0,0.0,7.0
 Pennsylvania,Alburtis borough,2411.0,567.0,1003.0,196.0,22.0,80.0
 Pennsylvania,Aldan borough,4158.0,1331.0,1489.0,412.0,74.0,301.0
 Pennsylvania,Alexandria borough,406.0,114.0,147.0,48.0,10.0,17.0
 Pennsylvania,Alfarata,159.0,29.0,60.0,5.0,0.0,26.0
 Pennsylvania,Aliquippa,9296.0,3069.0,2458.0,907.0,296.0,886.0
 Pennsylvania,Alleghenyville,1137.0,218.0,661.0,32.0,5.0,33.0
 Pennsylvania,Allenport,728.0,199.0,249.0,60.0,16.0,75.0
 Pennsylvania,Allenport borough,496.0,90.0,236.0,53.0,9.0,39.0
 Pennsylvania,Allensville,448.0,105.0,208.0,6.0,0.0,9.0
 Pennsylvania,Allentown,119261.0,42037.0,32056.0,10159.0,3836.0,5075.0
 Pennsylvania,Allenwood,466.0,113.0,186.0,33.0,4.0,31.0
 Pennsylvania,Allison,662.0,92.0,382.0,84.0,17.0,26.0
 Pennsylvania,Allport,282.0,23.0,156.0,14.0,0.0,0.0
 Pennsylvania,Deemston borough,737.0,140.0,363.0,52.0,26.0,36.0
 Pennsylvania,Deer Lake,428.0,26.0,221.0,21.0,0.0,11.0
 Pennsylvania,Deer Lake borough,750.0,119.0,380.0,58.0,5.0,19.0
 Pennsylvania,Rose Valley borough,921.0,134.0,551.0,36.0,5.0,47.0
 Pennsylvania,Roseville borough,159.0,21.0,97.0,17.0,2.0,6.0
 Pennsylvania,Rossiter,621.0,205.0,234.0,19.0,15.0,58.0
 Pennsylvania,Rosslyn Farms borough,438.0,70.0,236.0,32.0,0.0,27.0
 Pennsylvania,Rote,674.0,199.0,323.0,48.0,0.0,27.0
 Pennsylvania,Rothsville,2681.0,597.0,1531.0,79.0,20.0,45.0
 Pennsylvania,Arnot,469.0,77.0,204.0,58.0,2.0,29.0
 Pennsylvania,Arona borough,332.0,74.0,139.0,57.0,4.0,19.0
 Pennsylvania,Ashland borough,2772.0,970.0,845.0,278.0,78.0,260.0
 Pennsylvania,Ashley borough,2753.0,825.0,899.0,321.0,63.0,198.0
 Pennsylvania,Ashville borough,199.0,38.0,74.0,14.0,7.0,18.0
 Pennsylvania,Aspers,447.0,68.0,226.0,8.0,13.0,12.0
 Pennsylvania,Aspinwall borough,2795.0,654.0,1069.0,298.0,44.0,148.0
 Pennsylvania,Atglen borough,1469.0,384.0,532.0,67.0,36.0,53.0
 Pennsylvania,Athens borough,3326.0,573.0,1439.0,288.0,104.0,251.0
 Pennsylvania,Atkinson Mills,236.0,61.0,115.0,12.0,0.0,0.0
 Pennsylvania,Atlantic,49.0,14.0,27.0,3.0,0.0,0.0
 Pennsylvania,Atlas,969.0,286.0,340.0,146.0,48.0,89.0
 Pennsylvania,Atlasburg,310.0,49.0,174.0,0.0,0.0,0.0
 Pennsylvania,Atwood borough,108.0,21.0,57.0,12.0,0.0,4.0
 Pennsylvania,Auburn borough,811.0,151.0,361.0,93.0,12.0,51.0
 Pennsylvania,Audubon,8801.0,1798.0,4102.0,300.0,18.0,872.0
 Pennsylvania,Austin borough,518.0,159.0,202.0,34.0,0.0,43.0
 Pennsylvania,Avalon borough,4681.0,1377.0,1553.0,618.0,110.0,350.0
 Pennsylvania,Avella,915.0,228.0,366.0,80.0,15.0,52.0
 Pennsylvania,Roseto borough,1675.0,348.0,726.0,121.0,33.0,110.0
 Pennsylvania,Roscoe borough,797.0,214.0,347.0,68.0,17.0,49.0
 Pennsylvania,Scottdale borough,4305.0,1078.0,1599.0,546.0,102.0,343.0
 Pennsylvania,Ronco,60.0,0.0,29.0,15.0,0.0,16.0
 Pennsylvania,Defiance,229.0,32.0,85.0,25.0,0.0,0.0
 Pennsylvania,Delano,380.0,91.0,187.0,29.0,0.0,15.0
 Pennsylvania,Rices Landing borough,460.0,73.0,205.0,36.0,8.0,50.0
 Pennsylvania,Riceville,59.0,22.0,31.0,0.0,0.0,3.0
 Pennsylvania,Richboro,6322.0,1294.0,3458.0,218.0,45.0,324.0
 Pennsylvania,Richfield,448.0,104.0,235.0,19.0,11.0,64.0
 Pennsylvania,Richland borough,1796.0,391.0,720.0,224.0,10.0,131.0
 Pennsylvania,Richlandtown borough,1268.0,263.0,536.0,80.0,31.0,109.0
 Pennsylvania,Ridgway borough,3986.0,843.0,1589.0,517.0,100.0,279.0
 Pennsylvania,Ridley Park borough,7020.0,2175.0,2874.0,542.0,98.0,351.0
 Pennsylvania,Riegelsville borough,838.0,159.0,433.0,78.0,0.0,42.0
 Pennsylvania,Rimersburg borough,927.0,252.0,328.0,76.0,18.0,50.0
 Pennsylvania,Avoca borough,2659.0,778.0,1049.0,203.0,52.0,206.0
 Pennsylvania,Ringtown borough,686.0,176.0,340.0,38.0,2.0,56.0
 Pennsylvania,Riverside borough,2049.0,381.0,1100.0,104.0,35.0,79.0
 Pennsylvania,Riverview Park,2549.0,479.0,1352.0,241.0,13.0,176.0
 Pennsylvania,Roaring Spring borough,2560.0,591.0,1013.0,202.0,66.0,145.0
 Pennsylvania,Robesonia borough,2057.0,502.0,922.0,253.0,22.0,93.0
 Pennsylvania,Robinson,595.0,122.0,335.0,19.0,12.0,24.0
 Pennsylvania,Rochester borough,3610.0,945.0,1259.0,520.0,72.0,234.0
 Pennsylvania,Rockhill borough,344.0,59.0,169.0,17.0,2.0,34.0
 Pennsylvania,Rockledge borough,2542.0,626.0,965.0,255.0,78.0,129.0
 Pennsylvania,Rockwood borough,862.0,206.0,326.0,83.0,24.0,62.0
 Pennsylvania,Rogersville,187.0,51.0,84.0,12.0,3.0,13.0
 Pennsylvania,Rohrsburg,132.0,42.0,55.0,14.0,4.0,5.0
 Pennsylvania,Rome borough,345.0,89.0,119.0,43.0,4.0,25.0
 Pennsylvania,Riverside,302.0,46.0,114.0,43.0,0.0,44.0
 Pennsylvania,Scotland,1119.0,215.0,539.0,99.0,0.0,50.0
 Pennsylvania,Easton,26996.0,9805.0,7651.0,2712.0,804.0,996.0
 Pennsylvania,Schuylkill Haven borough,5321.0,1515.0,1990.0,558.0,126.0,209.0
 Pennsylvania,Curwensville borough,2562.0,508.0,1039.0,359.0,48.0,165.0
 Pennsylvania,Curtisville,975.0,367.0,260.0,142.0,29.0,16.0
 Pennsylvania,Cumbola,401.0,130.0,124.0,36.0,11.0,23.0
