State,City,Population,None,High School,Associates,Bachelors,Graduate
 South Carolina,Camden,6982.0,801.0,945.0,1794.0,1160.0,613.0
 South Carolina,Cameron,472.0,38.0,110.0,123.0,64.0,23.0
 South Carolina,Campobello,525.0,65.0,112.0,144.0,22.0,22.0
 South Carolina,Cane Savannah,805.0,51.0,265.0,215.0,47.0,42.0
 South Carolina,Carlisle,360.0,58.0,120.0,72.0,17.0,2.0
 South Carolina,Catawba,1044.0,254.0,285.0,186.0,35.0,16.0
 South Carolina,Cayce,13554.0,899.0,2379.0,2850.0,1579.0,882.0
 South Carolina,Centerville,6806.0,651.0,1524.0,1776.0,614.0,292.0
 South Carolina,Bennettsville,8834.0,2069.0,2153.0,1271.0,451.0,265.0
 South Carolina,Central Pacolet,155.0,38.0,40.0,14.0,1.0,0.0
 South Carolina,Chapin,1605.0,77.0,324.0,413.0,225.0,58.0
 South Carolina,Charleston,127694.0,5543.0,15457.0,22404.0,26754.0,15788.0
 South Carolina,Buffalo,1544.0,188.0,529.0,210.0,46.0,16.0
 South Carolina,Bucksport,839.0,133.0,306.0,188.0,39.0,0.0
 South Carolina,Central,5160.0,283.0,797.0,649.0,304.0,416.0
 South Carolina,Boykin,103.0,0.0,33.0,37.0,21.0,4.0
 South Carolina,Bethune,290.0,35.0,93.0,45.0,22.0,19.0
 South Carolina,Brunson,547.0,51.0,163.0,146.0,20.0,13.0
 South Carolina,Briarcliffe Acres,493.0,9.0,38.0,81.0,131.0,135.0
 South Carolina,Branchville,1255.0,118.0,318.0,238.0,72.0,30.0
 South Carolina,Bradley,149.0,21.0,31.0,38.0,12.0,6.0
 South Carolina,Bowman,816.0,107.0,254.0,148.0,83.0,25.0
 South Carolina,Bonneau Beach,2170.0,304.0,795.0,492.0,42.0,33.0
 South Carolina,Bonneau,487.0,69.0,117.0,86.0,34.0,1.0
 South Carolina,Boiling Springs,8743.0,539.0,1331.0,1897.0,1161.0,827.0
 South Carolina,Blythewood,2479.0,82.0,369.0,468.0,520.0,297.0
 South Carolina,Bluffton,14607.0,660.0,2055.0,3105.0,1967.0,1216.0
 South Carolina,Blenheim,137.0,12.0,64.0,25.0,3.0,3.0
 South Carolina,Brookdale,4289.0,573.0,697.0,782.0,333.0,249.0
 South Carolina,Blackville,2203.0,379.0,684.0,354.0,73.0,24.0
 South Carolina,Bishopville,3342.0,468.0,836.0,619.0,169.0,32.0
 South Carolina,Blacksburg,1975.0,272.0,493.0,299.0,37.0,28.0
 South Dakota,Agency Village,170.0,10.0,20.0,40.0,0.0,0.0
 South Dakota,Agar,71.0,0.0,20.0,20.0,8.0,0.0
 South Dakota,Aberdeen,27418.0,1479.0,5871.0,5339.0,3746.0,1306.0
 South Dakota,Davis,49.0,3.0,11.0,18.0,1.0,2.0
 South Dakota,Dante,101.0,5.0,12.0,25.0,8.0,3.0
 South Dakota,Dallas,98.0,9.0,40.0,32.0,1.0,0.0
 South Dakota,Dakota Dunes,2970.0,47.0,250.0,609.0,389.0,616.0
 South Dakota,Akaska,31.0,4.0,19.0,4.0,4.0,0.0
 South Dakota,Custer,1899.0,92.0,479.0,526.0,284.0,67.0
 South Dakota,Crooks,1329.0,59.0,279.0,270.0,171.0,46.0
 South Dakota,Crocker,0.0,0.0,0.0,0.0,0.0,0.0
 South Dakota,Cresbard,148.0,15.0,31.0,43.0,10.0,9.0
 South Dakota,Cow Creek,20.0,0.0,0.0,5.0,5.0,0.0
 South Dakota,Albee,10.0,2.0,6.0,2.0,0.0,0.0
 South Dakota,Java,137.0,13.0,36.0,27.0,13.0,9.0
 South Dakota,Cottonwood,6.0,0.0,4.0,0.0,2.0,0.0
 South Dakota,Alexandria,671.0,16.0,138.0,129.0,84.0,12.0
 South Dakota,Deadwood,1211.0,67.0,409.0,321.0,140.0,40.0
 South Dakota,Allen,658.0,135.0,28.0,51.0,0.0,0.0
 South Dakota,Alpena,261.0,50.0,74.0,55.0,11.0,3.0
 South Dakota,Altamont,28.0,6.0,6.0,8.0,0.0,0.0
 South Dakota,Anderson,325.0,33.0,50.0,95.0,43.0,15.0
 South Dakota,Andover,94.0,10.0,18.0,35.0,7.0,4.0
 South Dakota,Antelope,1126.0,216.0,106.0,184.0,15.0,29.0
 South Dakota,Arlington,1013.0,85.0,249.0,202.0,108.0,30.0
 South Dakota,Armour,870.0,87.0,223.0,159.0,81.0,39.0
 South Dakota,Artas,5.0,1.0,3.0,0.0,1.0,0.0
 South Dakota,Artesian,168.0,37.0,46.0,41.0,14.0,2.0
 South Dakota,Ashland Heights,891.0,29.0,210.0,278.0,101.0,16.0
 South Dakota,Alcester,847.0,96.0,218.0,175.0,76.0,29.0
 South Dakota,Corsica,610.0,115.0,166.0,107.0,59.0,23.0
 South Dakota,Corn Creek,72.0,11.0,7.0,9.0,4.0,0.0
 South Dakota,Ashton,142.0,11.0,39.0,35.0,4.0,0.0
 South Dakota,Butler,14.0,2.0,8.0,2.0,1.0,0.0
 South Dakota,Bushnell,100.0,0.0,33.0,15.0,21.0,2.0
 South Dakota,Burke,635.0,51.0,182.0,142.0,100.0,15.0
 South Dakota,Bullhead,298.0,38.0,52.0,21.0,16.0,1.0
 South Dakota,Buffalo Gap,103.0,8.0,33.0,27.0,17.0,5.0
 South Dakota,Buffalo,359.0,11.0,60.0,89.0,64.0,9.0
 South Dakota,Bryant,372.0,36.0,117.0,67.0,20.0,3.0
 South Dakota,Bruce,168.0,11.0,47.0,37.0,19.0,0.0
 South Dakota,Brookings,22974.0,542.0,2449.0,2660.0,3175.0,1867.0
 South Dakota,Broadland,37.0,0.0,6.0,15.0,1.0,1.0
 South Dakota,Winfred,52.0,17.0,21.0,0.0,0.0,11.0
 South Dakota,Winner,2855.0,321.0,579.0,592.0,340.0,136.0
 South Dakota,Wolsey,462.0,30.0,145.0,80.0,51.0,5.0
 South Dakota,Wood,23.0,0.0,10.0,12.0,0.0,1.0
 South Dakota,Woonsocket,597.0,40.0,197.0,132.0,69.0,16.0
 South Dakota,Worthing,930.0,53.0,192.0,224.0,92.0,38.0
 South Dakota,Wounded Knee,590.0,125.0,51.0,58.0,10.0,0.0
 South Dakota,Yale,110.0,15.0,44.0,19.0,3.0,0.0
 South Dakota,Yankton,14531.0,890.0,3449.0,2861.0,1962.0,745.0
 South Dakota,Camp Crook,85.0,2.0,27.0,13.0,5.0,3.0
 South Dakota,Canistota,592.0,44.0,148.0,84.0,43.0,25.0
 South Dakota,Canova,88.0,5.0,30.0,20.0,7.0,4.0
 South Dakota,Canton,3258.0,131.0,810.0,724.0,415.0,143.0
 South Dakota,Conde,134.0,15.0,57.0,24.0,18.0,5.0
 South Dakota,Columbia,136.0,10.0,52.0,26.0,17.0,10.0
 South Dakota,Colton,705.0,37.0,215.0,167.0,53.0,11.0
 South Dakota,Colonial Pine Hills,1906.0,67.0,246.0,466.0,389.0,180.0
 South Dakota,Colome,320.0,10.0,80.0,63.0,27.0,2.0
 South Dakota,Colman,665.0,12.0,154.0,149.0,51.0,14.0
 South Dakota,Clear Lake,1284.0,124.0,369.0,270.0,95.0,58.0
 South Dakota,Clark,1141.0,114.0,356.0,255.0,120.0,21.0
 South Dakota,Claremont,139.0,7.0,32.0,32.0,15.0,2.0
 South Dakota,Corona,113.0,7.0,35.0,14.0,23.0,0.0
 South Dakota,Claire City,80.0,4.0,29.0,19.0,4.0,0.0
 South Dakota,Chelsea,34.0,0.0,10.0,7.0,5.0,5.0
 South Dakota,Chancellor,315.0,18.0,91.0,71.0,29.0,3.0
 South Dakota,Chamberlain,2582.0,173.0,481.0,551.0,291.0,161.0
 South Dakota,Central City,170.0,21.0,78.0,25.0,4.0,0.0
 South Dakota,Centerville,804.0,32.0,215.0,224.0,81.0,24.0
 South Dakota,Cavour,118.0,3.0,43.0,31.0,7.0,0.0
 South Dakota,Castlewood,668.0,14.0,168.0,123.0,60.0,18.0
 South Dakota,Carthage,173.0,8.0,44.0,60.0,11.0,1.0
 South Dakota,Caputa,0.0,0.0,0.0,0.0,0.0,0.0
 South Dakota,Chester,334.0,21.0,80.0,77.0,49.0,9.0
 South Dakota,Astoria,141.0,10.0,36.0,40.0,10.0,3.0
 South Dakota,Bath,251.0,0.0,73.0,70.0,0.0,0.0
 South Dakota,Aurora Center,62.0,6.0,11.0,6.0,6.0,5.0
 South Dakota,Henry,355.0,15.0,118.0,72.0,13.0,0.0
 South Dakota,Hecla,176.0,23.0,69.0,41.0,21.0,5.0
 South Dakota,Hazel,81.0,6.0,20.0,16.0,5.0,0.0
 South Dakota,Hayti,371.0,17.0,95.0,59.0,32.0,16.0
 South Dakota,Hartford,2887.0,93.0,534.0,537.0,417.0,145.0
 South Dakota,Harrison,113.0,3.0,26.0,19.0,18.0,8.0
 South Dakota,Harrisburg,4942.0,72.0,434.0,1305.0,859.0,198.0
 South Dakota,Hermosa,412.0,23.0,119.0,93.0,45.0,10.0
 South Dakota,Hamill,0.0,0.0,0.0,0.0,0.0,0.0
 South Dakota,Dolton,29.0,7.0,6.0,7.0,0.0,0.0
 South Dakota,Draper,71.0,7.0,21.0,22.0,6.0,0.0
 South Dakota,Dupree,586.0,44.0,113.0,77.0,38.0,8.0
 South Dakota,Eagle Butte,1271.0,88.0,264.0,217.0,47.0,24.0
 South Dakota,Eden,93.0,12.0,29.0,17.0,9.0,11.0
 South Dakota,Edgemont,827.0,78.0,272.0,252.0,54.0,21.0
 South Dakota,Egan,310.0,26.0,83.0,75.0,15.0,1.0
 South Dakota,Groton,1873.0,52.0,414.0,429.0,276.0,66.0
 South Dakota,Herreid,534.0,24.0,167.0,91.0,48.0,9.0
 South Dakota,Herrick,119.0,20.0,27.0,27.0,9.0,2.0
 South Dakota,Hetland,35.0,0.0,12.0,3.0,0.0,0.0
 South Dakota,Isabel,132.0,6.0,44.0,20.0,8.0,5.0
 South Dakota,Iroquois,270.0,14.0,57.0,74.0,10.0,7.0
 South Dakota,Irene,543.0,35.0,138.0,92.0,42.0,8.0
 South Dakota,Ipswich,1002.0,71.0,205.0,232.0,101.0,46.0
 South Dakota,Interior,70.0,2.0,37.0,7.0,0.0,2.0
 South Dakota,Huron,13159.0,1644.0,2731.0,2618.0,1288.0,369.0
 South Dakota,Hurley,374.0,6.0,104.0,108.0,28.0,16.0
 South Dakota,Humboldt,653.0,36.0,158.0,166.0,89.0,28.0
 South Dakota,Hudson,318.0,20.0,103.0,99.0,17.0,3.0
 South Dakota,Howard,1094.0,89.0,278.0,182.0,110.0,63.0
 South Dakota,Hoven,400.0,48.0,162.0,69.0,12.0,5.0
 South Dakota,Hot Springs,3542.0,190.0,818.0,968.0,477.0,151.0
 South Dakota,Hosmer,227.0,31.0,60.0,44.0,5.0,5.0
 South Dakota,Hitchcock,107.0,7.0,22.0,22.0,16.0,5.0
 South Dakota,Hillsview,0.0,0.0,0.0,0.0,0.0,0.0
 South Dakota,Hill City,1422.0,93.0,282.0,226.0,128.0,51.0
 South Dakota,Highmore,898.0,59.0,317.0,179.0,65.0,9.0
 South Dakota,Elk Point,2080.0,169.0,456.0,382.0,262.0,121.0
 South Dakota,Aurora,705.0,27.0,162.0,138.0,129.0,11.0
 South Dakota,Elkton,728.0,23.0,138.0,160.0,62.0,28.0
 South Dakota,Erwin,67.0,1.0,17.0,27.0,1.0,6.0
 South Dakota,Belvidere,68.0,0.0,17.0,32.0,2.0,0.0
 South Dakota,Belle Fourche,5702.0,432.0,1351.0,1475.0,463.0,99.0
 South Dakota,Johnson Siding,736.0,53.0,210.0,214.0,147.0,62.0
 South Dakota,Kadoka,777.0,47.0,189.0,162.0,73.0,39.0
 South Dakota,Doland,194.0,14.0,61.0,44.0,24.0,5.0
 South Dakota,Dimock,155.0,5.0,42.0,35.0,15.0,5.0
 South Dakota,De Smet,1171.0,101.0,342.0,265.0,140.0,40.0
 South Dakota,Beresford,2211.0,111.0,441.0,468.0,243.0,135.0
 South Dakota,Delmont,255.0,18.0,51.0,63.0,27.0,11.0
 South Dakota,Bath Corner,129.0,0.0,25.0,36.0,23.0,21.0
 South Dakota,Jefferson,577.0,34.0,158.0,136.0,66.0,14.0
 South Dakota,Batesland,136.0,15.0,15.0,28.0,12.0,0.0
 South Dakota,Bancroft,20.0,3.0,5.0,9.0,0.0,0.0
 South Dakota,Baltic,1070.0,53.0,208.0,247.0,124.0,35.0
 South Dakota,Badger,68.0,2.0,23.0,18.0,8.0,3.0
 South Dakota,Avon,690.0,29.0,149.0,122.0,71.0,32.0
 South Dakota,Dell Rapids,3693.0,152.0,813.0,841.0,516.0,94.0
 South Dakota,Big Stone City,566.0,42.0,187.0,153.0,34.0,3.0
 South Dakota,Bijou Hills,0.0,0.0,0.0,0.0,0.0,0.0
 South Dakota,Bison,317.0,23.0,115.0,84.0,22.0,7.0
 South Dakota,Estelline,901.0,82.0,218.0,180.0,56.0,5.0
 South Dakota,Ethan,352.0,19.0,74.0,96.0,38.0,0.0
 South Dakota,Eureka,771.0,211.0,163.0,163.0,89.0,18.0
 South Dakota,Britton,1522.0,104.0,377.0,397.0,109.0,41.0
 South Dakota,Bristol,325.0,28.0,110.0,80.0,37.0,12.0
 South Dakota,Bridgewater,540.0,82.0,103.0,117.0,33.0,6.0
 South Dakota,Brentford,78.0,5.0,17.0,23.0,4.0,2.0
 South Dakota,Brant Lake,192.0,10.0,33.0,72.0,24.0,21.0
 South Dakota,Brandt,85.0,5.0,28.0,16.0,9.0,3.0
 South Dakota,Brandon,9497.0,120.0,1442.0,2377.0,1369.0,364.0
 South Dakota,Bradley,78.0,16.0,28.0,12.0,2.0,0.0
 South Dakota,Box Elder,8959.0,360.0,1065.0,2191.0,559.0,306.0
 South Dakota,Bowdle,561.0,62.0,146.0,122.0,35.0,17.0
 South Dakota,Bonesteel,299.0,29.0,102.0,45.0,36.0,9.0
 South Dakota,Blunt,324.0,19.0,128.0,40.0,13.0,11.0
 South Dakota,Blucksberg Mountain,541.0,68.0,127.0,90.0,61.0,36.0
 South Dakota,Blackhawk,2893.0,160.0,485.0,865.0,430.0,74.0
 South Dakota,Emery,491.0,20.0,109.0,88.0,43.0,21.0
 South Dakota,Harrold,98.0,8.0,36.0,29.0,5.0,2.0
 South Dakota,Gayville,392.0,22.0,103.0,76.0,36.0,27.0
 South Dakota,Gregory,1479.0,166.0,334.0,359.0,110.0,42.0
 South Dakota,Oglala,1404.0,133.0,185.0,321.0,63.0,27.0
 South Dakota,Okaton,6.0,0.0,6.0,0.0,0.0,0.0
 South Dakota,Okreek,373.0,20.0,33.0,80.0,70.0,0.0
 South Dakota,Ola,0.0,0.0,0.0,0.0,0.0,0.0
 South Dakota,Oldham,160.0,5.0,45.0,25.0,14.0,2.0
 South Dakota,Olivet,53.0,4.0,25.0,6.0,6.0,0.0
 South Dakota,Onaka,12.0,0.0,6.0,3.0,2.0,0.0
 South Dakota,Oelrichs,137.0,19.0,52.0,31.0,13.0,3.0
 South Dakota,Onida,750.0,24.0,183.0,166.0,89.0,13.0
 South Dakota,Ortley,36.0,3.0,14.0,7.0,6.0,0.0
 South Dakota,Parker,1142.0,56.0,324.0,262.0,100.0,27.0
 South Dakota,Parkston,1691.0,168.0,299.0,422.0,175.0,38.0
 South Dakota,Parmelee,729.0,88.0,41.0,137.0,16.0,0.0
 South Dakota,Peever,208.0,8.0,50.0,28.0,15.0,8.0
 South Dakota,Philip,718.0,63.0,217.0,166.0,69.0,25.0
 South Dakota,Pickstown,192.0,12.0,31.0,57.0,36.0,8.0
 South Dakota,Orient,63.0,3.0,36.0,9.0,0.0,1.0
 South Dakota,Oacoma,556.0,45.0,170.0,102.0,60.0,15.0
 South Dakota,Nunda,64.0,9.0,24.0,6.0,5.0,5.0
 South Dakota,Northville,181.0,0.0,23.0,19.0,41.0,6.0
 South Dakota,Sturgis,6657.0,443.0,1676.0,1479.0,654.0,239.0
 South Dakota,Stratford,72.0,5.0,20.0,16.0,5.0,0.0
 South Dakota,Strandburg,79.0,3.0,31.0,18.0,6.0,0.0
 South Dakota,Storla,11.0,0.0,0.0,11.0,0.0,0.0
 South Dakota,Stockholm,112.0,5.0,40.0,24.0,4.0,2.0
 South Dakota,Stickney,257.0,16.0,52.0,84.0,35.0,7.0
 South Dakota,Springfield,1942.0,222.0,650.0,478.0,154.0,54.0
 South Dakota,Spring Creek,211.0,33.0,28.0,24.0,0.0,0.0
 South Dakota,Spencer,113.0,15.0,34.0,20.0,7.0,4.0
 South Dakota,Spearfish,10980.0,382.0,2109.0,2278.0,1360.0,659.0
 South Dakota,South Shore,179.0,15.0,58.0,29.0,23.0,7.0
 South Dakota,Soldier Creek,115.0,51.0,15.0,21.0,0.0,0.0
 South Dakota,Sisseton,2668.0,311.0,584.0,472.0,149.0,140.0
 South Dakota,Sioux Falls,164341.0,9777.0,29009.0,33684.0,23872.0,11423.0
 South Dakota,North Eagle Butte,2091.0,189.0,397.0,370.0,94.0,33.0
 South Dakota,North Sioux City,2597.0,235.0,639.0,493.0,278.0,124.0
 South Dakota,North Spearfish,2054.0,67.0,591.0,530.0,272.0,151.0
 South Dakota,Piedmont,930.0,24.0,169.0,175.0,115.0,13.0
 South Dakota,Summerset,2221.0,49.0,327.0,490.0,296.0,75.0
 South Dakota,Pierpont,125.0,6.0,42.0,35.0,11.0,1.0
 South Dakota,Pine Lakes Addition,291.0,13.0,32.0,25.0,80.0,34.0
 South Dakota,Rosebud,1665.0,186.0,144.0,320.0,72.0,23.0
 South Dakota,Rosholt,495.0,35.0,111.0,144.0,39.0,12.0
 South Dakota,Roslyn,195.0,21.0,69.0,35.0,17.0,3.0
 South Dakota,Roswell,7.0,0.0,7.0,0.0,0.0,0.0
 South Dakota,Running Water,63.0,19.0,0.0,6.0,17.0,0.0
 South Dakota,St. Charles,20.0,0.0,9.0,8.0,0.0,0.0
 South Dakota,St. Francis,610.0,57.0,93.0,125.0,24.0,2.0
 South Dakota,Roscoe,330.0,48.0,77.0,43.0,30.0,5.0
 South Dakota,St. Lawrence,169.0,8.0,51.0,49.0,11.0,2.0
 South Dakota,Salem,1476.0,92.0,409.0,331.0,173.0,47.0
 South Dakota,Scotland,859.0,117.0,192.0,143.0,112.0,42.0
 South Dakota,Selby,857.0,93.0,262.0,169.0,59.0,5.0
 South Dakota,Seneca,13.0,0.0,1.0,6.0,0.0,1.0
 South Dakota,Sherman,76.0,1.0,29.0,15.0,2.0,2.0
 South Dakota,Shindler,601.0,8.0,104.0,150.0,101.0,21.0
 South Dakota,Sinai,130.0,12.0,21.0,21.0,11.0,9.0
 South Dakota,St. Onge,31.0,0.0,31.0,0.0,0.0,0.0
 South Dakota,Rockham,94.0,0.0,22.0,11.0,2.0,0.0
 South Dakota,Richland,66.0,20.0,23.0,9.0,0.0,6.0
 South Dakota,Revillo,100.0,9.0,44.0,1.0,8.0,7.0
 South Dakota,Pine Ridge,3562.0,378.0,511.0,585.0,173.0,39.0
 South Dakota,Plankinton,654.0,85.0,160.0,125.0,53.0,32.0
 South Dakota,Pollock,155.0,24.0,56.0,33.0,17.0,4.0
 South Dakota,Porcupine,1369.0,183.0,213.0,295.0,25.0,0.0
 South Dakota,Prairie City,4.0,0.0,3.0,0.0,1.0,0.0
 South Dakota,Presho,522.0,18.0,154.0,96.0,71.0,38.0
 South Dakota,Pringle,165.0,10.0,71.0,45.0,13.0,0.0
 South Dakota,Pukwana,235.0,15.0,71.0,61.0,14.0,6.0
 South Dakota,Quinn,92.0,2.0,28.0,24.0,8.0,1.0
 South Dakota,Ramona,144.0,11.0,58.0,31.0,12.0,2.0
 South Dakota,Rapid City,71692.0,3932.0,13290.0,16461.0,9238.0,4732.0
 South Dakota,Ravinia,114.0,11.0,22.0,19.0,0.0,5.0
 South Dakota,Raymond,55.0,17.0,17.0,7.0,11.0,0.0
 South Dakota,Redfield,2581.0,136.0,742.0,583.0,231.0,112.0
 South Dakota,Ree Heights,64.0,4.0,39.0,14.0,0.0,0.0
 South Dakota,Reliance,223.0,11.0,65.0,43.0,18.0,8.0
 South Dakota,Renner Corner,270.0,34.0,102.0,82.0,17.0,8.0
 South Dakota,Pierre,13938.0,1060.0,2619.0,2963.0,2309.0,887.0
 South Dakota,Grenville,90.0,23.0,25.0,9.0,10.0,14.0
 South Dakota,Summit,338.0,44.0,65.0,54.0,22.0,5.0
 South Dakota,Tea,4427.0,94.0,558.0,910.0,758.0,171.0
 South Dakota,Ferney,30.0,0.0,30.0,0.0,0.0,0.0
 South Dakota,Fedora,23.0,0.0,10.0,0.0,12.0,1.0
 South Dakota,Faulkton,782.0,55.0,212.0,181.0,96.0,29.0
 South Dakota,Farmer,2.0,1.0,1.0,0.0,0.0,0.0
 South Dakota,Faith,387.0,35.0,112.0,79.0,24.0,16.0
 South Dakota,Fairview,52.0,8.0,23.0,8.0,1.0,0.0
 South Dakota,Fairfax,138.0,7.0,66.0,18.0,15.0,2.0
 South Dakota,Flandreau,2082.0,226.0,455.0,369.0,279.0,116.0
 South Dakota,Fairburn,60.0,5.0,19.0,9.0,13.0,0.0
 South Dakota,Willow Lake,334.0,29.0,85.0,48.0,25.0,16.0
 South Dakota,Whitewood,925.0,42.0,274.0,148.0,70.0,30.0
 South Dakota,White Rock,2.0,1.0,1.0,0.0,0.0,0.0
 South Dakota,White River,572.0,49.0,112.0,126.0,47.0,14.0
 South Dakota,White Lake,421.0,33.0,115.0,95.0,33.0,9.0
 South Dakota,White Horse,202.0,29.0,33.0,38.0,0.0,7.0
 South Dakota,Whitehorse,162.0,18.0,32.0,21.0,5.0,0.0
 South Dakota,Wilmot,433.0,66.0,118.0,73.0,62.0,4.0
 South Dakota,Florence,377.0,11.0,115.0,90.0,14.0,5.0
 South Dakota,Forestburg,128.0,5.0,25.0,30.0,8.0,7.0
 South Dakota,Fort Pierre,2244.0,183.0,504.0,455.0,238.0,168.0
 South Dakota,Green Valley,599.0,82.0,203.0,140.0,94.0,11.0
 South Dakota,Green Grass,14.0,0.0,5.0,0.0,0.0,5.0
 South Dakota,Goodwin,176.0,12.0,56.0,34.0,10.0,0.0
 South Dakota,Goodwill,623.0,72.0,88.0,103.0,20.0,0.0
 South Dakota,Glenham,91.0,5.0,47.0,7.0,12.0,2.0
 South Dakota,Gettysburg,1260.0,77.0,321.0,261.0,208.0,48.0
 South Dakota,Geddes,204.0,22.0,72.0,49.0,25.0,6.0
 South Dakota,Gary,260.0,35.0,117.0,27.0,13.0,3.0
 South Dakota,Garretson,1210.0,39.0,274.0,273.0,111.0,62.0
 South Dakota,Garden City,45.0,7.0,15.0,9.0,5.0,0.0
 South Dakota,Gann Valley,18.0,0.0,2.0,16.0,0.0,0.0
 South Dakota,Fulton,78.0,4.0,29.0,15.0,5.0,5.0
 South Dakota,Fruitdale,42.0,5.0,8.0,14.0,3.0,1.0
 South Dakota,Freeman,1298.0,128.0,302.0,250.0,158.0,91.0
 South Dakota,Frederick,284.0,27.0,62.0,76.0,28.0,6.0
 South Dakota,Frankfort,92.0,8.0,33.0,25.0,1.0,0.0
 South Dakota,Fort Thompson,1286.0,129.0,282.0,186.0,25.0,16.0
 South Dakota,White,490.0,26.0,131.0,119.0,43.0,35.0
 South Dakota,Tabor,405.0,18.0,82.0,106.0,35.0,13.0
 South Dakota,Wetonka,3.0,0.0,0.0,1.0,1.0,0.0
 South Dakota,Wessington Springs,842.0,86.0,226.0,214.0,79.0,45.0
 South Dakota,Vermillion,10746.0,189.0,1259.0,802.0,1177.0,1255.0
 South Dakota,Verdon,4.0,0.0,4.0,0.0,0.0,0.0
 South Dakota,Veblen,508.0,58.0,110.0,65.0,42.0,35.0
 South Dakota,Valley Springs,778.0,36.0,205.0,186.0,85.0,24.0
 South Dakota,Vale,128.0,10.0,61.0,17.0,20.0,0.0
 South Dakota,Utica,86.0,5.0,13.0,30.0,1.0,4.0
 South Dakota,Tyndall,1043.0,102.0,274.0,243.0,103.0,29.0
 South Dakota,Viborg,840.0,91.0,269.0,174.0,67.0,29.0
 South Dakota,Two Strike,298.0,54.0,32.0,78.0,10.0,0.0
 South Dakota,Turton,43.0,4.0,4.0,11.0,11.0,0.0
 South Dakota,Tulare,239.0,5.0,58.0,59.0,28.0,5.0
 South Dakota,Tripp,646.0,99.0,160.0,131.0,49.0,18.0
 South Dakota,Trent,278.0,8.0,68.0,106.0,12.0,0.0
 South Dakota,Toronto,205.0,7.0,71.0,27.0,25.0,6.0
 South Dakota,Tolstoy,24.0,4.0,10.0,9.0,1.0,0.0
 South Dakota,Timber Lake,476.0,51.0,111.0,81.0,31.0,14.0
 South Dakota,Twin Brooks,54.0,2.0,25.0,10.0,0.0,0.0
 South Dakota,Vienna,48.0,3.0,12.0,11.0,0.0,0.0
 South Dakota,Vilas,12.0,1.0,3.0,0.0,1.0,1.0
 South Dakota,Virgil,14.0,6.0,5.0,3.0,0.0,0.0
 South Dakota,Wessington,293.0,22.0,79.0,35.0,12.0,8.0
 South Dakota,Wentworth,164.0,7.0,79.0,26.0,16.0,3.0
 South Dakota,Webster,1798.0,153.0,422.0,415.0,192.0,57.0
 South Dakota,Waverly,9.0,0.0,3.0,3.0,3.0,0.0
 South Dakota,Waubay,645.0,51.0,182.0,116.0,42.0,25.0
 South Dakota,Watertown,21919.0,1237.0,5801.0,4626.0,2329.0,668.0
 South Dakota,Wasta,104.0,6.0,36.0,25.0,9.0,2.0
 South Dakota,Warner,441.0,15.0,130.0,94.0,58.0,15.0
 South Dakota,Ward,50.0,0.0,2.0,20.0,1.0,1.0
 South Dakota,Wanblee,801.0,31.0,129.0,148.0,25.0,20.0
 South Dakota,Wallace,104.0,0.0,21.0,24.0,8.0,2.0
 South Dakota,Wall,724.0,11.0,174.0,190.0,80.0,39.0
 South Dakota,Wakonda,329.0,36.0,70.0,75.0,35.0,25.0
 South Dakota,Wagner,1572.0,139.0,372.0,305.0,116.0,77.0
 South Dakota,Volin,220.0,12.0,57.0,38.0,10.0,3.0
 South Dakota,Volga,2401.0,61.0,420.0,433.0,337.0,106.0
 South Dakota,Vivian,52.0,0.0,9.0,24.0,0.0,7.0
 South Dakota,Westport,118.0,10.0,31.0,30.0,20.0,0.0
 South Dakota,Rapid Valley,8516.0,207.0,1594.0,2627.0,640.0,327.0
 South Dakota,Platte,1543.0,114.0,485.0,316.0,144.0,31.0
 South Dakota,Mansfield,111.0,9.0,15.0,18.0,20.0,0.0
 South Dakota,Marty,479.0,30.0,91.0,107.0,5.0,0.0
 South Dakota,Martin,954.0,86.0,164.0,247.0,117.0,36.0
 South Dakota,Marion,784.0,68.0,211.0,226.0,76.0,27.0
 South Dakota,Manderson-White Horse Creek,681.0,178.0,104.0,62.0,0.0,0.0
 South Dakota,Madison,6972.0,312.0,1337.0,1166.0,1016.0,323.0
 South Dakota,McLaughlin,551.0,65.0,68.0,138.0,34.0,25.0
 South Dakota,McIntosh,230.0,21.0,57.0,34.0,28.0,6.0
 South Dakota,Lowry,7.0,4.0,1.0,2.0,0.0,0.0
 South Dakota,Lower Brule,587.0,72.0,92.0,112.0,12.0,5.0
 South Dakota,Loomis,7.0,0.0,0.0,7.0,0.0,0.0
 South Dakota,Marvin,23.0,6.0,8.0,8.0,0.0,0.0
 South Dakota,Long Lake,26.0,1.0,6.0,6.0,4.0,0.0
 South Dakota,Little Eagle,332.0,37.0,50.0,70.0,11.0,0.0
 South Dakota,Lily,2.0,0.0,0.0,2.0,0.0,0.0
 South Dakota,Letcher,205.0,2.0,49.0,66.0,3.0,6.0
 South Dakota,Lesterville,122.0,13.0,52.0,18.0,3.0,4.0
 South Dakota,Leola,505.0,43.0,137.0,138.0,21.0,4.0
 South Dakota,Lennox,2371.0,108.0,566.0,577.0,222.0,48.0
 South Dakota,Lemmon,1309.0,167.0,326.0,328.0,107.0,63.0
 South Dakota,Lebanon,34.0,3.0,12.0,5.0,1.0,0.0
